1;4.21;1
2;3.06;1
3;5.61;1
4;7.24;1
5;12.03;1
6;4.87;1
7;1.93;1
8;0.74;1
9;0.74;1
10;1.33;1
11;4.19;1
12;5.58;1
13;7.04;1
14;9.48;1
15;29.82;1
16;19.77;1
17;8.72;1
18;3.63;1
19;2.50;1
20;3.03;1
21;1.16;1
22;2.11;1
23;9.69;1
24;10.55;1
25;19.21;1
26;22.67;1
27;12.18;1
28;27.73;1
29;16.52;1
30;12.05;1
31;3.71;1
32;2.09;1
33;1.54;1
34;1.88;1
35;1.92;1
36;3.03;1
37;4.55;1
38;5.21;1
39;7.29;1
40;6.96;1
41;6.36;1
42;6.40;1
43;3.29;1
44;1.61;1
45;1.79;1
46;2.80;1
47;8.24;1
48;7.89;1
49;10.84;1
50;9.60;1
51;11.12;1
52;15.59;1
53;14.68;1
54;6.82;1
55;3.87;1
56;1.37;1
57;0.94;1
58;1.49;1
59;2.21;1
60;4.40;1
61;5.19;1
62;13.02;1
63;6.99;1
64;8.98;1
65;9.17;1
66;12.44;1
67;4.74;1
68;3.04;1
69;1.22;1
70;3.06;1
71;3.57;1
72;5.36;1
73;5.26;1
74;5.01;1
75;7.36;1
76;9.07;1
77;7.07;1
78;4.25;1
79;5.43;1
80;2.74;1
81;1.35;1
82;0.96;1
83;1.25;1
84;2.88;1
85;3.65;1
86;8.24;1
87;7.87;1
88;8.77;1
89;6.03;1
90;4.67;1
91;2.84;1
92;2.72;1
93;2.10;1
94;1.27;1
95;4.85;1
96;3.94;1
97;7.35;1
98;11.18;1
99;15.15;1
100;17.44;1
101;11.46;1
102;5.00;1
103;3.23;1
104;1.62;1
105;1.62;1
106;0.84;1
107;1.00;1
108;3.14;1
109;7.21;1
110;7.81;1
111;14.71;1
112;9.97;1
113;8.13;1
114;7.24;1
115;7.35;1
116;2.53;1
117;1.40;1
118;3.40;1
119;3.26;1
120;2.27;1
121;5.65;1
122;5.24;1
123;15.49;1
124;18.91;1
125;6.26;1
126;4.81;1
127;2.63;1
128;1.21;1
129;2.09;1
130;1.77;1
131;2.32;1
132;2.17;1
133;2.58;1
134;5.70;1
135;7.69;1
136;8.41;1
137;7.78;1
138;3.14;1
139;2.83;1
140;1.75;1
141;3.13;1
142;13.38;1
143;6.11;1
144;4.20;1
145;4.23;1
146;6.77;1
147;7.03;1
148;24.22;1
149;11.08;1
150;3.95;1
151;3.05;1
152;2.63;1
153;3.32;1
154;2.61;1
155;1.88;1
156;5.20;1
157;5.51;1
158;7.02;1
159;6.84;1
160;5.00;1
161;19.82;1
162;10.92;1
163;5.73;1
164;2.86;1
165;2.34;1
166;3.37;1
167;4.68;1
168;3.41;1
169;2.47;1
170;2.24;1
171;5.22;1
172;4.90;1
173;5.84;1
174;5.32;1
175;3.15;1
176;1.86;1
177;1.65;1
178;3.00;1
179;2.83;1
180;3.52;1
181;3.28;1
182;3.85;1
183;3.44;1
184;7.51;1
185;9.71;1
186;9.35;1
187;7.90;1
188;5.93;1
189;2.53;1
190;6.41;1
191;15.63;1
192;18.50;1
193;5.53;1
194;12.00;1
195;9.84;1
196;8.24;1
197;6.39;1
198;3.51;1
199;2.65;1
200;1.52;1
201;0.86;1
202;0.93;1
203;1.29;1
204;1.47;1
205;2.23;1
206;3.53;1
207;5.60;1
208;11.70;1
209;9.91;1
210;6.12;1
211;1.85;1
212;0.88;1
213;1.09;1
214;1.13;1
215;1.61;1
216;3.57;1
217;5.85;1
218;10.55;1
219;4.61;1
220;14.25;1
221;4.81;1
222;3.39;1
223;2.48;1
224;1.69;1
225;1.57;1
226;2.11;1
227;6.06;1
228;4.10;1
229;6.13;1
230;4.79;1
231;11.13;1
232;9.93;1
233;22.47;1
234;6.72;1
235;3.08;1
236;1.60;1
237;0.95;1
238;2.19;1
239;2.75;1
240;5.48;1
241;3.69;1
242;7.02;1
243;17.92;1
244;11.39;1
245;7.09;1
246;3.63;1
247;2.60;1
248;2.09;1
249;3.04;1
250;3.78;1
251;4.85;1
252;12.19;1
253;6.28;1
254;3.02;1
255;4.89;1
256;15.08;1
257;10.66;1
258;3.38;1
259;2.06;1
260;1.54;1
261;0.91;1
262;1.09;1
263;2.09;1
264;3.64;1
265;3.28;1
266;6.50;1
267;4.29;1
268;5.94;1
269;3.28;1
