1;0.1296;1
2;0.16254093;1
3;0.1296;1
4;1.09537995;1
5;1.23601246;1
6;4.13114784;1
7;6.20287671;1
8;6.44281065;1
9;5.37906035;1
10;2.43729433;1
11;0.1296;1
12;0.1296;1
13;0.1296;1
14;0.1296;1
15;0.1296;1
16;0.1296;1
17;1.24129361;1
18;3.37620824;1
19;4.23877023;1
20;3.59717749;1
21;4.10386228;1
22;1.67062968;1
23;0.1296;1
24;0.1296;1
25;0.1296;1
26;0.1296;1
27;0.1296;1
28;0.1296;1
29;0.1296;1
30;0.1296;1
31;4.43611205;1
32;4.95544602;1
33;4.42795103;1
34;1.97226047;1
35;0.70997536;1
36;0.16282469;1
37;0.1296;1
38;0.1296;1
39;0.1296;1
40;0.37167692;1
41;1.96926659;1
42;1.738544;1
43;3.46887195;1
44;4.14440323;1
45;3.53024806;1
46;1.20869325;1
47;0.1296;1
48;0.1296;1
49;0.1296;1
50;0.1296;1
51;0.1296;1
52;0.1296;1
53;0.1296;1
54;1.78718891;1
55;3.44460164;1
56;4.56371575;1
57;4.22835715;1
58;2.02286959;1
59;0.54470331;1
60;0.1296;1
61;0.1296;1
62;0.1296;1
63;0.1296;1
64;0.1296;1
65;1.29434341;1
66;0.1296;1
67;3.25473265;1
68;3.84964631;1
69;4.25084455;1
70;1.17333125;1
71;0.1296;1
72;0.1296;1
73;0.1296;1
74;0.1296;1
75;0.1296;1
76;0.1296;1
77;2.82095569;1
78;3.9209055;1
79;3.59745789;1
80;4.69519919;1
81;4.62698219;1
82;2.52774322;1
83;1.08326637;1
84;0.24093445;1
85;0.1296;1
86;0.1296;1
87;0.1296;1
88;0.1296;1
89;2.48153983;1
90;2.95333598;1
91;4.14996129;1
92;3.87944218;1
93;3.60778184;1
94;2.17120658;1
95;0.1296;1
96;0.1296;1
97;0.1296;1
98;0.1296;1
99;0.1296;1
100;0.1296;1
101;0.85855846;1
102;3.46850714;1
103;4.74291347;1
104;5.26807937;1
105;4.40500351;1
106;2.57778768;1
107;1.21851952;1
108;0.1296;1
109;0.1296;1
110;0.1296;1
111;0.1296;1
112;0.1296;1
113;1.10502996;1
114;1.21673721;1
115;1.04111576;1
116;3.48664026;1
117;3.68156347;1
118;0.83555127;1
119;0.1296;1
120;0.56454469;1
121;0.1296;1
122;0.1296;1
123;0.1296;1
124;0.1296;1
125;2.91208033;1
126;3.39551744;1
127;4.88698984;1
128;5.3306533;1
129;3.99650244;1
130;2.00274377;1
131;0.48879611;1
132;0.62217392;1
133;0.47424172;1
134;0.1296;1
135;0.1296;1
136;0.1296;1
137;1.10769003;1
138;3.10517622;1
139;3.43058081;1
140;3.79066095;1
141;2.53654875;1
142;0.1296;1
143;0.1296;1
144;0.1296;1
145;0.1296;1
146;0.1296;1
147;0.1296;1
148;0.1296;1
149;0.1296;1
150;2.69226073;1
151;3.28969165;1
152;3.2540802;1
